geneSymbol,half_life
Selm,17.199
Selpl,6.545
Sema3a,6.876
Sema3b,11.828
Sema3c,6.255
Sema3d,3.842
Sema3e,5.303
Sema3f,7.718
Sema3g,11.688
Sema4a,6.227
Sema4b,5.79
Sema4c,1.978
Sema4d,7.814
Sema4f,16.464
Sema4g,6.406
Sema5a,10.438
Sema5b,6.199
Sema6a,1.968
Sema6b,12.012
Sema6c,13.511
Senp1,6.52
Senp15,13.835
Senp2,7.08
Senp3,7.296
Senp6,2.851
Senp7,4.566
Senp8,4.106
15-Sep,11.197
Sephs1,5.514
Sephs2,6.684
Sepn1,10.898
Sepp1,11.95
1-Sep,24
10-Sep,5.311
11-Sep,6.664
12-Sep,24
2-Sep,10.045
3-Sep,11.019
4-Sep,15.035
5-Sep,24
6-Sep,7.212
7-Sep,11.307
8-Sep,13.807
9-Sep,17.727
Sepw1,24
Sepx1,14.874
Serac1,2.521
Serbp1,10.502
Serf1,9.776
Serf2,11.748
Sergef,6.107
Serhl,15.753
Serinc1,4.077
Serinc2,16.503
Serinc3,7.921
Serinc5,10.045
Serpina10,14.531
Serpina11,16.582
Serpina1a,21.66
Serpina1b,14.716
Serpina1c,12.812
Serpina1e,10.345
Serpina1f,19.804
Serpina3c,5.889
Serpina3f,9.316
Serpina3g,7.542
Serpina3h,6.697
Serpina3m,4.554
Serpina3n,9.707
Serpina4-ps1,24
Serpina5,3.358
Serpina6,24
Serpina7,5.884
Serpinb11,4.128
Serpinb1a,24
Serpinb1b,24
Serpinb1c,19.918
Serpinb3c,10.83
Serpinb6a,14.321
Serpinb6b,9.316
Serpinb6c,24
Serpinb7,4.084
Serpinb9,21.797
Serpinb9b,6.188
Serpinb9c,12.579
Serpinb9d,24
Serpinb9e,24
Serpinb9f,24
Serpinb9g,24
Serpinc1,7.235
Serpind1,13.89
Serpine1,24
Serpine2,13.177
Serpinf1,10.68
Serpinf2,24
Serping1,12.859
Serpinh1,11.419
Serpini1,6.312
Serpini2,11.419
Sertad1,2.113
Sertad2,2.332
Sertad3,1.363
Sertad4,1.86
Sesn1,4.877
Sesn2,3.414
Sesn3,5.457
Sestd1,5.954
Set,7.094
Setbp1,1.492
Setd1a,4.158
Setd1b,3.571
Setd2,2.446
Setd3,11.419
Setd4,4.297
Setd5,2.949
Setd6,7.327
Setd7,6.112
Setd8,10.746
Setdb1,5.899
Setdb2,2.279
Setmar,3.123
Setx,2.909
Sez6,6.295
Sez6l,6.588
Sez6l2,9.735
Sf1,7.753
Sf3a1,7.235
Sf3a2,4.979
Sf3a3,5.223
Sf3b1,4.965
Sf3b2,6.25
Sf3b3,10.984
Sf3b4,5.267
Sf3b5,6.795
Sf4,5.576
Sfi1,10.647
Sfmbt1,4.471
Sfmbt2,4.85
Sfn,4.975
Sfpi1,24
Sfpq,5.168
Sfrp1,11.419
Sfrp2,7.413
Sfrp4,5.022
Sfrp5,14.059
Sfrs1,5.275
Sfrs10,5.672
Sfrs11,4.185
Sfrs12,3.933
Sfrs14,18.003
Sfrs15,3.999
Sfrs16,6.903
Sfrs2,6.123
Sfrs2ip,5.369
Sfrs3,4.929
Sfrs4,5.795
Sfrs5,9.18
Sfrs6,7.421
Sfrs7,6.15
Sfrs8,4.602
Sfrs9,7.123
Sft2d1,10.36
Sft2d2,8.361
Sft2d3,5.571
Sftpd,14.906
Sfxn1,6.862
Sfxn2,19.47
Sfxn3,24
Sfxn4,9.072
Sfxn5,9.653
Sgca,9.79
Sgcb,9.859
Sgcd,5.483
Sgce,11.09
Sgcg,17.773
Sgip1,2.871
Sgk,1.454
Sgk2,6.896
Sgk3,9.56
Sgol1,2.882
Sgol2,2.903
Sgpl1,11.494
Sgpp1,6.742
Sgpp2,4.185
Sgrp23,15.134
Sgsh,6.723
Sgta,11.002
Sgtb,4.148
Sh2b1,8.829
Sh2b2,4.929
Sh2b3,8.536
Sh2d1a,14.38
Sh2d2a,12.246
Sh2d3c,2.54
Sh2d4a,3.951
Sh2d4b,6.526
Sh2d5,11.344
Sh2d6,23.338
Sh3bgr,11.971
Sh3bgrl,12.718
Sh3bgrl2,14.35
Sh3bgrl3,10.454
Sh3bp1,24
Sh3bp2,2.265
Sh3bp4,3.001
Sh3bp5,8.785
Sh3bp5l,3.274
Sh3d19,7.894
Sh3gl1,17.072
Sh3gl2,4.773
Sh3gl3,8.707
Sh3glb1,14.592
Sh3glb2,22.651
Sh3kbp1,18.483
Sh3px3,2.722
Sh3pxd2a,6.896
Sh3pxd2b,7.366
Sh3rf1,2.741
Sh3rf2,3.752
Sh3tc1,7.477
Sh3tc2,4.655
Sh3yl1,6.716
Shank1,5.97
Shank2,2.901
Shank3,4.677
Sharpin,6.244
Shb,1.63
Shc1,11.197
Shc2,8.863
Shc4,5.914
Shcbp1,6.074
Shd,6.91
She,3.032
Shf,5.327
Shfm1,6.284
Shh,2.629
Shkbp1,17.682
Shmt1,5.111
Shmt2,24
Shoc2,3.52
Shox2,8.164
Shprh,4.283
Shq1,3.671
Shroom1,4.983
Shroom2,2.237
Shroom3,2.713
Shroom4,5.672
Si,11.037
Siae,14.088
Siah1a,1.88
Siah1b,1.973
Siah2,3.058
Sidt2,8.173
Sif1,1.18
Sigirr,8.473
Siglece,8.281
Siglecf,5.184
Siglecg,24
Siglech,24
Sil1,10.534
Sim2,7.583
Sin3a,3.436
Sin3b,7.903
Sip1,6.216
Sipa1,6.788
Sipa1l1,6.532
Sipa1l2,3.696
Sipa1l3,4.81
Sirpa,4.072
Sirpb1,24
Sirt1,2.892
Sirt2,17.199
Sirt3,8.751
Sirt4,5.381
Sirt5,6.973
Sirt6,7.832
Sirt7,6.588
Sit1,13.355
Siva1,8.351
Six1,1.757
Six2,2.65
Six3,5.001
Six4,2.246
Six5,4.823
Six6,3.438
Six6os1,9.417
Skap1,19.307
Skap2,8.411
Ski,3.642
Skil,3.531
Skiv2l,9.456
Skiv2l2,4.509
Skp1a,14.41
Skp2,8.473
Sla,7.205
Sla2,13.538
Slain1,5.69
Slain2,3.9
Slamf6,5.839
Slamf8,4.587
Slamf9,11.019
Slbp,2.832
Slc10a3,5.123
Slc10a4,3.079
Slc10a6,7.744
Slc10a7,3.598
Slc11a1,20.446
Slc11a2,5.527
Slc12a2,5.965
Slc12a3,9.291
Slc12a4,6.376
Slc12a5,9.68
Slc12a6,6.539
Slc12a7,5.381
Slc12a8,5.854
Slc12a9,7.153
Slc13a4,5.914
Slc13a5,5.299
Slc14a1,10.193
Slc15a1,24
Slc15a2,2.696
Slc15a3,12.311
Slc15a4,2.661
Slc16a1,13.485
Slc16a10,7.461
Slc16a11,14.38
Slc16a12,3.927
Slc16a13,5.059
Slc16a3,5.299
Slc16a4,4.242
Slc16a5,7.912
Slc16a6,5.585
Slc16a7,2.79
Slc16a8,11.179
Slc16a9,3.857
Slc17a1,9.06
Slc17a2,17.459
Slc17a5,12.444
Slc17a7,11.037
Slc18a1,4.56
Slc18a2,5.644
Slc19a1,6.632
Slc19a2,3.013
Slc19a3,2.847
Slc1a1,5.402
Slc1a3,11.552
Slc1a4,7.77
Slc1a5,6.829
Slc1a6,8.183
Slc1a7,14.685
Slc20a1,3.821
Slc20a2,2.846
Slc22a1,10.178
Slc22a12,19.47
Slc22a13,4.718
Slc22a14,13.004
Slc22a15,9.521
Slc22a16,11.868
Slc22a17,15.403
Slc22a18,15.576
Slc22a20,11.629
Slc22a21,4.83
Slc22a3,11.848
Slc22a4,6.945
Slc22a5,5.934
Slc22a6,7.022
Slc22a7,5.369
Slc22a8,14.531
Slc23a1,5.839
Slc23a2,7.71
Slc23a3,21.327
Slc24a1,6.856
Slc24a3,9.048
Slc24a5,10.376
Slc24a6,10.95
Slc25a1,14.174
Slc25a10,16.622
Slc25a11,7.138
Slc25a12,4.381
Slc25a13,6.508
Slc25a14,3.976
Slc25a15,18.583
Slc25a16,9.735
Slc25a17,7.182
Slc25a18,4.168
Slc25a19,7.485
Slc25a2,4.94
Slc25a20,24
Slc25a21,11.688
Slc25a22,17.372
Slc25a23,17.03
Slc25a24,10.598
Slc25a25,3.306
Slc25a26,10.518
Slc25a27,5.531
Slc25a28,7.242
Slc25a29,3.252
Slc25a3,5.259
Slc25a30,6.903
Slc25a31,11.848
Slc25a32,7.421
Slc25a33,6.096
Slc25a34,24
Slc25a35,11.748
Slc25a36,7.109
Slc25a37,10.746
Slc25a38,10.454
Slc25a39,24
Slc25a4,6.353
Slc25a40,5.348
Slc25a41,9.916
Slc25a42,8.432
Slc25a43,9.573
Slc25a44,7.693
Slc25a46,4.096
Slc25a5,6.244
Slc26a1,18.05
Slc26a11,6.053
Slc26a2,2.823
Slc26a4,9.495
Slc26a5,5.119
Slc26a6,7.429
Slc26a7,4.884
Slc26a8,8.164
Slc26a9,6.966
Slc27a1,24
Slc27a2,3.671
Slc27a3,6.862
Slc27a4,10.178
Slc27a5,13.029
Slc27a6,2.626
Slc28a1,18.24
Slc28a2,6.161
Slc28a3,5.884
Slc29a1,7.065
Slc29a2,5.369
Slc29a3,4.268
Slc29a4,10.376
Slc2a1,4.094
Slc2a10,4.648
Slc2a12,2.332
Slc2a3,6.62
Slc2a4,3.416
Slc2a5,4.724
Slc2a6,10.932
Slc2a8,8.589
Slc30a1,2.659
Slc30a10,2.9
Slc30a2,12.788
Slc30a3,8.686
Slc30a4,4.979
Slc30a5,2.821
Slc30a6,3.922
Slc30a7,4.933
Slc30a9,8.599
Slc31a1,7.583
Slc31a2,7.197
Slc32a1,5.172
Slc33a1,3.441
Slc34a2,6.755
Slc34a3,4.548
Slc35a1,9.168
Slc35a2,24
Slc35a3,8.631
Slc35a4,9.354
Slc35a5,4.744
Slc35b1,7.429
Slc35b2,4.103
Slc35b3,3.985
Slc35b4,5.287
Slc35c1,3.45
Slc35c2,23.417
Slc35d1,10.423
Slc35d2,14.5
Slc35d3,3.831
Slc35e1,9.392
Slc35e3,4.767
Slc35e4,3.765
Slc35f1,4.205
Slc35f2,7.029
Slc35f3,3.106
Slc35f4,3.209
Slc35f5,6.835
Slc36a1,7.212
Slc36a2,7.358
Slc36a3,4.605
Slc36a4,5.523
Slc37a1,5.488
Slc37a2,8.863
Slc37a3,6.869
Slc37a4,6.945
Slc38a1,4.268
Slc38a2,1.526
Slc38a3,4.536
Slc38a4,13.974
Slc38a5,15.646
Slc38a6,9.392
Slc39a1,14.38
Slc39a10,6.607
Slc39a11,12.511
Slc39a13,13.511
Slc39a14,6.471
Slc39a2,10.647
Slc39a3,9.987
Slc39a4,15.301
Slc39a5,24
Slc39a6,3.576
Slc39a7,9.144
Slc39a8,7.08
Slc39a9,5.728
Slc3a1,4.27
Slc3a2,7.235
Slc40a1,3.617
Slc41a1,4.46
Slc41a2,8.135
Slc41a3,15.472
Slc43a1,5.059
Slc43a2,8.599
Slc43a3,6.222
Slc44a1,10.423
Slc44a2,12.788
Slc44a3,9.205
Slc44a4,16.582
Slc44a5,21.593
Slc45a1,17.91
Slc45a3,3.621
Slc45a4,5.089
Slc4a1,13.127
Slc4a11,11.629
Slc4a1ap,2.836
Slc4a2,8.515
Slc4a3,11.971
Slc4a4,6.09
Slc4a7,7.029
Slc4a8,8.463
Slc4a9,10.729
Slc5a1,6.613
Slc5a10,10.208
Slc5a11,8.432
Slc5a12,2.583
Slc5a2,7.421
Slc5a3,3.92
Slc5a4a,13.564
Slc5a4b,10.031
Slc5a5,16.988
Slc5a6,9.482
Slc5a7,1.589
Slc5a8,3.093
Slc5a9,10.502
Slc6a1,10.713
Slc6a12,24
Slc6a13,12.836
Slc6a14,5.211
Slc6a15,5.723
Slc6a16,6.011
Slc6a17,24
Slc6a18,6.318
Slc6a19,6.144
Slc6a2,24
Slc6a3,5.819
Slc6a4,3.771
Slc6a6,7.608
Slc6a7,13.078
Slc6a8,12.224
Slc6a9,5.377
Slc7a1,5.138
Slc7a10,4.329
Slc7a11,3.868
Slc7a14,13.152
Slc7a2,3.671
Slc7a3,8.955
Slc7a4,7.001
Slc7a5,14.031
Slc7a6,10.118
Slc7a6os,8.097
Slc7a7,3.675
Slc7a8,22.216
Slc7a9,7.994
Slc8a1,3.192
Slc8a2,14.291
Slc9a1,6.607
Slc9a2,3.364
Slc9a3,8.281
Slc9a3r1,10.696
Slc9a3r2,15.335
Slc9a5,6.782
Slc9a6,10.36
Slc9a7,3.726
Slc9a8,6.775
Slc9a9,11.019
Slco1a5,3.563
Slco1b2,3.694
Slco2a1,24
Slco2b1,5.344
Slco3a1,5.336
Slco4a1,5.03
Slco4c1,2.225
Slfn1,11.868
Slfn10,5.757
Slfn2,3.73
Slfn3,5.1
Slfn4,5.015
Slfn9,3.258
Slfnl1,9.667
Slit1,21.865
Slit2,5.639
Slit3,8.463
Slitrk3,1.686
Slitrk4,2.771
Slitrk5,2.479
Slitrk6,1.76
Slk,5.849
Slmap,6.441
Slpi,19.918
Sltm,5.776
Slu7,6.815
Slurp1,5.558
Sly,24
Smad1,2.286
Smad2,3.314
Smad3,2.508
Smad4,3.511
Smad5,3.885
Smad6,1.895
Smad7,1.282
Smad9,24
Smap1,7.342
Smap1l,3.634
Smarca1,12.883
Smarca2,8.411
Smarca4,6.478
Smarca5,6.21
Smarcad1,3.032
Smarcal1,6.267
Smarcb1,9.613
Smarcc1,4.446
Smarcc2,10.47
Smarcd1,7.894
Smarcd2,5.07
Smarcd3,24
Smarce1,5.879
Smc1a,6.808
Smc1b,10.518
Smc2,6.09
Smc3,6.842
Smc5,5.074
Smc6,4.065
Smchd1,5.531
Smcp,16.119
Smcr7,4.951
Smcr7l,4.521
Smek1,2.762
Smek2,4.702
Smg7,9.973
Smgc,2.131
Smn1,5.58
Smndc1,4.332
Smo,8.525
Smoc1,6.412
Smoc2,10.163
Smok2,5.612
Smox,11.197
Smpd1,9.762
Smpd2,6.755
Smpd3,4.833
Smpd4,9.037
Smpdl3a,7.072
Smpdl3b,7.477
Smpx,7.558
Smr1,6.945
Smr3,20.752
Sms,8.331
Smtn,13.564
Smtnl1,17.372
Smu1,5.243
Smug1,5.092
Smurf1,3.75
Smurf2,4.448
Smyd2,6.869
Smyd3,7.258
Smyd4,4.268
Smyd5,9.241
Snag1,3.872
Snai1,1.355
Snai2,1.513
Snai3,3.942
Snap23,14.842
Snap25,14.203
Snap29,8.391
Snap91,20.386
Snapap,11.748
Snapc1,5.676
Snapc2,3.677
Snapc3,4.013
Snapc4,5.423
Snapc5,17.682
Snca,6.043
Sncaip,4.796
Sncb,8.381
Sncg,10.779
Sned1,4.07
Snf1lk,4.027
Snf1lk2,4.168
Snf8,11.475
Snhg3,3.65
Snip1,1.462
Snn,6.802
Snora62,9.168
Snora69,1.009
Snora70,1.676
Snord22,0.547
Snph,2.416
Snrk,2.336
Snrp70,4.933
Snrpa,7.753
Snrpa1,6.987
Snrpb,6.188
Snrpb2,11.234
Snrpc,7.429
Snrpd1,7.684
Snrpd2,20.568
Snrpd3,10.713
Snrpe,11.325
Snrpf,13.355
Snrpg,15.971
Snrpn,7.876
Snta1,18.784
Sntb1,10.55
Sntb2,4.364
Sntg2,3.661
Snupn,5.607
Snurf,7.461
Snw1,6.123
Snx1,6.096
Snx10,7.029
Snx11,20.877
Snx12,9.79
Snx13,5.814
Snx14,6.876
Snx15,14.685
Snx16,2.681
Snx17,12.444
Snx19,4.708
Snx2,4.569
Snx22,19.47
Snx24,9.762
Snx25,6.729
Snx26,7.676
Snx27,7.35
Snx3,6.123
Snx30,3.988
Snx4,3.072
Snx5,6.423
Snx6,7.994
Snx7,10.208
Snx8,5.54
Snx9,5.728
Soat1,8.909
Soat2,24
Socs1,2.824
Socs2,5.041
Socs3,1.15
Socs4,4.244
Socs5,3.661
Socs6,3.49
Socs7,4.178
Sod1,7.534
Sod2,10.438
Sohlh1,18.337
Sohlh2,14.088
Solh,7.762
Son,4.013
Sorbs1,5.172
Sorbs2,4.474
Sorbs3,5.369
Sorcs1,2.969
Sorcs2,9.721
Sord,23.901
Sorl1,7.22
Sort1,7.319
Sos1,2.16
Sos2,2.95
Sost,6.406
Sostdc1,2.189
Sox1,4.392
Sox10,4.37
Sox11,2.731
Sox12,7.303
Sox13,3.409
Sox15,3.598
Sox17,1.179
Sox18,1.242
Sox2,1.087
Sox21,3.192
Sox3,4.521
Sox30,3.05
Sox4,1.719
Sox5,3.13
Sox6,2.889
Sox7,1.046
Sox8,2.748
Sox9,4.297
Sp1,6.318
Sp100,24
Sp2,19.747
Sp3,3.453
Sp4,2.918
Sp5,1.366
Sp6,4.99
Sp7,10.423
Sp8,2.52
Spa17,11.381
Spaca1,5.859
Spaca3,4.741
Spaca4,21.393
Spag1,5.239
Spag16,3.386
Spag17,24
Spag4,13.127
Spag4l,13.053
Spag5,6.347
Spag6,4.578
Spag7,6.484
Spag9,10.984
Sparc,9.56
Sparcl1,20.507
Spast,4.265
Spata1,3.728
Spata13,2.937
Spata17,2.498
Spata18,14.779
Spata19,5.34
Spata2,2.342
Spata20,13.89
Spata21,19.58
Spata22,8.261
Spata3,7.094
Spata4,8.422
Spata5,2.646
Spata5l1,5.653
Spata6,8.241
Spata7,2.487
Spatc1,16.082
Spats1,5.518
Spats2,5.509
Spbc24,7.912
Spbc25,4.731
Spcs1,5.649
Spcs2,5.829
Spcs3,8.251
Spdef,5.283
Spdya,4.8
Spdyb,5.066
Specc1,3.881
Specc1l,6.199
Speer1-ps1,8.841
Speer4b,17.637
Speer4c,8.361
Speer4d,10.06
Speer4e,24
Speer4f,19.804
Speer5-ps1,17.328
Speer6-ps1,24
Speer9-ps1,7.558
Spef1,14.81
Speg,4.011
Spen,4.378
Spert,5.389
Spesp1,7.542
Spfh1,9.205
Spfh2,9.366
Spg20,5.394
Spg21,11.363
Spg3a,10.83
Spg7,6.966
Sphk1,4.715
Sphk2,3.251
Spi16,14.321
Spib,9.241
Spic,3.5
Spin,6.842
Spin2,2.201
Spink2,24
Spink3,21.393
Spink4,8.013
Spint1,21.935
Spint2,24
Spint4,9.217
Spire1,6.459
Spire2,4.86
Spn,4.305
Spna1,3.64
Spna2,7.029
Spnb1,8.088
Spnb2,8.059
Spnb3,7.608
Spnb4,12.511
Spnb5,9.341
Spo11,5.176
Spock1,10.392
Spock2,6.382
Spock3,3.958
Spon1,3.563
Spon2,9.084
Spop,6.471
Spp1,12.557
Spp2,14.262
Sppl3,2.538
Spr,14.031
Spred1,2.108
Spred2,2.032
Spred3,6.21
Sprn,4.929
Sprr1a,24
Sprr2a,9.096
Sprr2e,11.848
Sprr2g,8.381
Sprr2i,8.653
Sprr2j,12.883
Sprr2k,18.288
Sprr3,14.059
Sprrl1,5.814
Sprrl2,19.2
Sprrl9,6.563
Spry1,1.418
Spry2,5.398
Spry3,5.737
Spry4,2.67
Spryd3,8.909
Spryd4,3.902
Spsb1,2.554
Spsb2,2.911
Spsb3,4.216
Spsb4,2.3
Spt1,5.423
Sptlc1,5.415
Sptlc2,11.848
Spty2d1,2.979
Spz1,4.067
Sqle,2.352
Sqrdl,9.873
Sqstm1,14.291
Sra1,5.048
Srbd1,6.526
Src,4.77
Srcrb4d,7.939
Srcs2,4.993
Srd5a2,4.417
Srd5a2l,8.088
Srd5a2l2,5.795
Srebf1,3.999
Srebf2,6.514
Srf,6.238
Srfbp1,2.278
Srgap1,2.816
Srgap2,6.199
Srgap3,4.763
Sri,16.425
Srisnf2l,6.289
Srl,3.84
Srm,5.781
Srms,16.425
Srp14,9.001
Srp19,6.15
Srp54,5.168
Srp68,5.781
Srp72,10.614
Srp9,10.779
Srpk1,9.817
Srpk2,5.834
Srpk3,13.698
Srpr,4.611
Srprb,5.022
Srpx,6.652
Srpx2,8.116
Srr,9.79
Srrm1,5.562
Srrm2,4.599
Srrp,3.52
Srxn1,5.453
Ss18,6.053
Ss18l1,2.623
Ssb,6.423
Ssbp1,6.447
Ssbp2,5.492
Ssbp3,4.84
Ssbp4,18.337
Ssfa2,3.606
Ssh1,5.299
Ssh2,3.773
Ssh3,9.508
Ssna1,8.381
Sspn,22.216
Sspo,11.252
Ssr1,8.494
Ssr2,8.232
Ssr3,10.133
Ssr4,8.751
Ssrp1,6.382
Sssca1,8.261
Sst,10.284
Sstr2,3.324
Sstr4,24
Sstr5,16.232
Ssty1,24
Ssty2,24
Ssu72,5.235
Ssx2ip,5.869
Ssx9,7.413
Ssxb1,11.808
Ssxb10,12.534
Ssxb2,12.907
Ssxb3,24
Ssxb5,7.19
Ssxb9,7.477
St13,9.266
St14,7.93
St3gal1,6.006
St3gal2,4.648
St3gal3,5.176
St3gal4,3.525
St3gal5,4.242
St3gal6,4.252
St5,4.26
St6gal1,3.99
St6galnac2,7.903
St6galnac3,15.335
St6galnac4,5.398
St6galnac5,3.099
St6galnac6,15.611
St7,4.329
St7l,2.223
St8sia1,12.489
St8sia2,3.445
St8sia3,6.069
St8sia4,2.036
St8sia5,6.664
St8sia6,4.99
Stab1,8.125
Stab2,23.104
Stac,6.289
Stac2,24
Stac3,24
Stag1,5.965
Stag2,5.227
Stag3,14.117
Stam,5.019
Stam2,11.629
Stambp,4.667
Stambpl1,3.356
Star,7.93
Stard10,24
Stard13,1.424
Stard3,5.172
Stard3nl,21.797
Stard4,5.889
Stard5,6.382
Stard6,24
Stard7,3.343
Stard8,2.734
Stard9,13.004
Stat1,7.389
Stat2,8.463
Stat3,7.138
Stat4,8.381
Stat5a,24
Stat5b,9.316
Stat6,6.931
Statip1,7.421
Stau1,6.139
Stau2,12.096
Stc1,4.741
Stc2,5.196
Stch,7.08
Steap1,3.531
Steap2,7.534
Steap3,7.227
Steap4,5.63
Stfa2,3.479
Stfa2l1,24
Stil,1.551
Stim1,8.391
Stim2,3.675
Stip1,8.371
Stk10,19.975
Stk11,5.089
Stk11ip,13.304
Stk16,7.788
Stk17b,2.06
Stk19,19.804
Stk22s1,24
Stk24,4.431
Stk25,24
Stk3,5.589
Stk31,24
Stk32a,3.615
Stk32b,8.807
Stk32c,9.316
Stk33,16.503
Stk35,3.671
Stk36,11.019
Stk38,7.939
Stk38l,4.44
Stk39,5.849
Stk4,5.589
Stk40,8.99
Stmn1,9.902
Stmn2,8.453
Stmn3,24
Stmn4,4.055
Stom,24
Stoml1,9.667
Stoml2,7.358
Stoml3,9.108
Ston2,3.538
Stox1,4.125
Stox2,3.683
Stra13,11.808
Stra6,24
Stra8,11.748
Strap,8.232
Strbp,7.903
Strn,3.951
Strn3,5.562
Strn4,7.366
Sts,24
Stt3a,15.717
Stt3b,4.584
Stub1,8.589
Stx11,2.901
Stx12,9.776
Stx16,6.471
Stx17,22.216
Stx18,5.737
Stx1a,15.2
Stx1b1,24
Stx1b2,17.459
Stx2,7.55
Stx3,10.089
Stx4a,8.013
Stx5a,4.055
Stx6,9.037
Stx7,10.729
Stx8,10.118
Stxbp1,6.335
Stxbp2,19.47
Stxbp3a,3.311
Stxbp3b,20.629
Stxbp4,6.903
Stxbp5,4.767
Stxbp5l,12.203
Stxbp6,8.599
Styk1,4.155
Styx,7.517
Styxl1,10.392
Sub1,13.644
Sucla2,7.814
Suclg1,7.805
Suclg2,9.392
Suds3,7.948
Sufu,3.2
Sugt1,6.382
Suhw2,2.902
Suhw3,3.874
Suhw4,3.787
Sulf1,9.887
Sulf2,9.43
Sult1a1,18.192
Sult1c1,10.566
Sult1c2,7.693
Sult1e1,11.27
Sult2b1,7.235
Sult4a1,9.873
Sult5a1,17.114
Sumf1,14.874
Sumf2,10.407
Sumo1,8.351
Sumo2,7.684
Sumo3,5.69
Suox,4.75
Supt16h,10.898
Supt3h,11.971
Supt4h1,9.694
Supt5h,6.496
Supt6h,6.267
Supt7l,4.651
Supv3l1,5.279
Surb7,4.793
Surf1,5.172
Surf2,5.462
Surf4,6.762
Surf5,10.148
Surf6,3.874
Susd2,22.359
Susd3,7.123
Susd4,6.496
Suv39h1,3.823
Suv39h2,4.489
Suv420h1,2.026
Suv420h2,15.035
Suz12,5.781
Sv2a,8.013
Sv2c,4.536
Svep1,15.301
Svil,4.431
Svop,7.429
Svs5,10.148
Swap70,4.929
Syap1,18.434
Sybl1,24
Syce1,24
Syce2,10.663
Sycn,13.407
Sycp1,6.155
Sycp1-ps1,20.149
Sycp3,6.459
Syde1,2.371
Syde2,2.539
Syf2,6.011
Syk,8.232
Sympk,12.399
Syn1,9.776
Syn3,10.089
Sync,3.591
Syncrip,7.273
Syne1,3.621
Syne2,5.022
Syngap1,24
Syngr1,16.195
Syngr2,10.118
Syngr3,9.573
Syngr4,24
Synj1,3.495
Synj2,4.148
Synpo,4.378
Synpo2,11.325
Synpo2l,3.411
Synpr,4.926
Syp,14.145
Sypl,7.858
Sypl2,3.396
Syt1,6.883
Syt10,24
Syt11,3.718
Syt12,6.25
Syt13,6.808
Syt14,3.064
Syt15,17.372
Syt16,4.351
Syt17,3.178
Syt3,24
Syt4,3.261
Syt5,8.818
Syt6,6.938
Syt7,12.333
Syt9,5.008
Sytl1,24
Sytl2,2.471
Sytl3,6.255
Sytl4,5.944
Sytl5,5.607
Syvn1,3.113
T,2.487
T2bp,2.517
Taar3,6.526
Taar4,7.366
Taar7e,15.403
Taar7f,6.576
Tac1,2.48
Tac2,24
Tac4,4.356
Tacc1,14.088
Tacc2,2.802
Tacc3,7.762
Tacr1,24
Tacr2,8.504
Tacstd1,9.001
Tacstd2,4.673
Tada1l,3.197
Tada2l,4.554
Tada3l,8.173
Taf1,8.004
Taf10,11.197
Taf11,6.973
Taf12,6.729
Taf13,16.988
Taf15,6.607
Taf1a,4.843
Taf1b,3.816
Taf1c,4.116
Taf2,6.074
Taf3,1.863
Taf4a,3.122
Taf4b,2.286
Taf5,3.556
Taf5l,2.589
Taf6,8.432
Taf6l,13.89
Taf7,11.788
Taf7l,24
Taf9,6.096
Taf9b,11.002
Tagap,1.286
Tagap1,3.157
Tagln,6.98
Tagln2,6.762
Tagln3,16.464
Tal1,2.944
Tal2,5.453
Taldo1,7.16
Tanc1,2.403
Tanc2,13.102
Tank,4.406
Taok1,4.362
Taok2,9.694
Taok3,3.123
Tap1,6.394
Tap2,6.177
Tapbp,16.906
Tapbpl,7.065
Tarbp2,8.078
Tardbp,2.136
Targ1,0.97
Targ3,16.864
Tars,6.284
Tarsl1,13.433
Tarsl2,7.517
Tas1r1,5.714
Tas1r2,5.267
Tas1r3,9.735
Tas2r104,3.76
Tas2r109,16.008
Tas2r115,8.943
Tas2r118,9.144
Tas2r131,6.723
Tas2r134,24
Tas2r137,10.663
Tas2r138,10.502
Tasp1,10.746
Tat,24
Tatdn1,6.301
Tatdn2,3.549
Tatdn3,8.154
Tax1bp1,6.465
Tax1bp3,7.334
Taz,16.008
Tbc1d1,12.181
Tbc1d10a,4.466
Tbc1d10b,4.84
Tbc1d10c,5.747
Tbc1d12,5.814
Tbc1d13,15.234
Tbc1d14,2.485
Tbc1d15,5.03
Tbc1d16,8.774
Tbc1d17,14.747
Tbc1d19,9.6
Tbc1d2,4.474
Tbc1d20,4.133
Tbc1d21,6.353
Tbc1d22a,8.642
Tbc1d22b,8.212
Tbc1d23,6.101
Tbc1d24,5.79
Tbc1d2b,6.658
Tbc1d4,3.644
Tbc1d5,8.391
Tbc1d7,7.684
Tbc1d8,7.22
Tbc1d8b,6.429
Tbc1d9,4.218
Tbc1d9b,6.301
Tbca,15.753
Tbcb,8.863
Tbcc,1.893
Tbccd1,3.956
Tbcd,15.167
Tbce,5.598
Tbcel,2.647
Tbk1,2.581
Tbkbp1,8.116
Tbl1x,5.81
Tbl1xr1,4.926
Tbl2,3.838
Tbl3,9.025
Tbn,9.469
Tbp,2.624
Tbpl1,5.509
Tbrg1,5.869
Tbrg4,8.164
Tbx1,4.757
Tbx15,1.706
Tbx18,3.211
Tbx19,12.765
Tbx2,8.212
Tbx20,2.509
Tbx21,3.714
Tbx22,6.478
Tbx3,3.088
